t       y
15.995	0.224
16.012	0.227
16.028	0.230
16.045	0.230
16.062	0.232
16.078	0.230
16.095	0.227
16.112	0.223
16.129	0.216
16.145	0.211
16.162	0.204
16.179	0.196
16.196	0.187
16.212	0.177
16.229	0.167
16.246	0.157
16.262	0.147
16.279	0.137
16.296	0.128
16.313	0.118
16.329	0.108
16.346	9.893E-2
16.363	9.038E-2
16.380	8.263E-2
16.396	7.565E-2
16.413	6.946E-2
16.430	6.436E-2
16.447	6.231E-2
16.463	5.967E-2
16.480	5.762E-2
16.497	5.628E-2
16.513	5.628E-2
16.530	5.792E-2
16.547	6.034E-2
16.564	6.414E-2
16.580	6.833E-2
16.597	7.419E-2
16.614	8.106E-2
16.631	8.855E-2
16.647	9.674E-2
16.664	0.106
16.681	0.115
16.697	0.125
16.714	0.135
16.731	0.145
16.748	0.155
16.764	0.165
16.781	0.175
16.798	0.185
16.815	0.194
16.831	0.202
16.848	0.209
16.865	0.215
16.882	0.220
16.898	0.224
16.915	0.227
16.932	0.228
16.948	0.229
16.965	0.229
16.982	0.228
16.999	0.225
17.015	0.222
17.032	0.217
17.049	0.211
17.066	0.205
17.082	0.197
17.099	0.188
17.116	0.179
17.132	0.170
17.149	0.159
17.166	0.149
17.183	0.139
17.199	0.130
17.216	0.121
17.233	0.111
17.250	0.102
17.266	9.294E-2
17.283	8.510E-2
17.300	7.790E-2
17.317	7.163E-2
17.333	6.642E-2
17.350	6.208E-2
17.367	5.928E-2
17.383	5.896E-2
17.400	5.815E-2
17.417	5.762E-2
17.434	5.923E-2
17.450	6.159E-2
17.467	6.523E-2
17.484	7.017E-2
17.501	7.606E-2
17.517	8.276E-2
17.534	9.037E-2
17.551	9.845E-2
17.567	0.107
17.584	0.117
17.601	0.127
17.618	0.136
17.634	0.146
17.651	0.156
17.668	0.166
17.685	0.176
17.701	0.185
17.718	0.194
17.735	0.202
17.752	0.209
17.768	0.215
17.785	0.220
17.802	0.225
17.818	0.228
17.835	0.230
17.852	0.232
17.869	0.232
17.885	0.230
17.902	0.228
17.919	0.224
17.936	0.219
17.952	0.214
17.969	0.208
17.986	0.200
18.002	0.192
18.019	0.183
18.036	0.174
18.053	0.164
18.069	0.154
18.086	0.144
18.103	0.134
18.120	0.125
18.136	0.115
18.153	0.106
18.170	9.707E-2
18.187	8.892E-2
18.203	8.153E-2
18.220	7.505E-2
18.237	6.972E-2
18.253	6.520E-2
18.270	6.206E-2
18.287	6.013E-2
18.304	5.963E-2
18.320	5.964E-2
18.337	6.086E-2
18.354	6.164E-2
18.371	6.519E-2
18.387	6.995E-2
18.404	7.561E-2
18.421	8.228E-2
18.437	8.958E-2
18.454	9.773E-2
18.471	0.106
18.488	0.116
18.504	0.125
18.521	0.135
18.538	0.145
18.555	0.155
18.571	0.165
18.588	0.175
18.605	0.184
18.622	0.192
18.638	0.201
18.655	0.208
